Este Norte Cota Ni Fe Mg SiO2 Cr razon SiMg TipoRoca
1645.8 1730.7 96.7 1.43 41.4 2.08 13.49 8.3 1.37 6.49 24
1645.8 1730.7 93.2 1.5 33.7 3.52 25.98 6.3 1.68 7.38 24
1645.8 1774.7 128.1 0.4 36 0.5 9.47 20.5 2.2 18.94 13
1645.8 1706.2 128.6 0.51 36.8 0.2 15.2 20.5 1.39 76 13
1645.8 1660.3 130.3 0.81 52.5 0.1 4.2 8.2 1.86 42 10
1645.9 1800.4 122.3 0.73 40.4 0.87 7.62 17.9 2.64 8.76 10
1645.9 1735.1 122 0.75 43.8 0.87 5.25 14.8 2.47 6.03 10
1646 1729.9 115.2 1.53 47 0.71 5.32 10.6 3 7.49 44
1646 1796.3 82.6 0.48 7.3 29.97 43.48 0.8 0.34 1.45 50
1646 1796.3 79.1 0.62 7.8 29.1 43.87 1 0.36 1.51 50
1646 1824.5 101.5 3.49 11.9 16.85 47.2 1 0.91 2.8 42
1646 1841.5 104.3 1.29 25.5 1.8 41.09 4.4 1.48 22.83 20
1646 1701 115.3 1.82 54.5 0.61 6.61 8.2 2.8 10.84 44
1646.1 1684.4 125.6 0.87 48.3 0.7 5.9 12.5 1.96 8.43 10
1646.1 1694.4 87.2 2.57 15.8 12.96 44.81 2.8 0.74 3.46 42
1646.1 1694.4 90.7 2.56 17.4 8.74 46.49 3.3 0.83 5.32 42
1646.1 1730.4 96.8 1.62 40.7 1.78 13.07 8.4 2.15 7.34 44
1646.1 1730.4 93.3 1.53 33.1 2.05 23.45 6.4 1.82 11.44 43
1646.1 1750.2 126.4 0.54 39.4 0.44 10.03 16.8 2.17 22.8 10
1646.1 1777.8 115 1.21 46.1 0.98 7.92 12.6 3.27 8.08 44
1646.2 1651.9 89.7 8.95 10 7.81 52.91 1.5 0.51 6.77 42
1646.2 1651.9 86.2 5.32 8 5.94 64.75 0.8 0.41 10.9 80
1646.2 1840.6 107.7 0.73 33.5 2.07 30.95 4.5 1.88 14.95 20
1646.2 1670.2 108.1 3.41 15.6 9.43 47.92 2 1.27 5.08 42
1646.2 1762 122.3 0.76 47.8 0.99 3.22 13.4 3.35 3.25 10
1646.2 1807.1 115.1 0.98 45.1 0.43 5.2 14.3 3 12.09 10
1646.2 1816.3 122.3 0.56 36.6 0.48 6.77 18.6 2.46 14.1 13
1646.2 1658.1 115.2 1.02 23.1 2.81 50.23 3.3 1.3 17.88 20
1646.2 1655.2 130.5 0.75 54 0.2 6.5 9.7 1.77 32.5 10
1646.3 1801.8 89.7 2 8.6 16.43 56.33 1.1 0.4 3.43 40
1646.3 1801.8 86.2 3.37 11.8 16.37 47.5 1.7 0.52 2.9 42
1646.3 1750.3 103.1 0.66 10.1 18.28 51.45 0.9 0.73 2.81 40
1646.3 1776.3 122.3 0.5 42.3 0.59 7.35 16 2.15 12.46 10
1646.3 1786.5 96.7 1.56 39 1.51 16.22 7.5 2.22 10.74 44
1646.3 1786.5 93.2 2.25 17.6 12.29 41.83 3 0.91 3.4 42
1646.3 1734 103.4 1.35 48.2 1.46 10.56 7.3 2.63 7.23 44
1646.3 1734 99.9 1.32 46.8 1.23 9.51 6.7 2.54 7.73 44
1646.4 1811 82.7 2.19 11.9 17.62 47.47 1.9 0.46 2.69 42
1646.4 1811 79.2 2.38 9.9 17.93 50.22 1.5 0.47 2.8 40
1646.4 1746.6 122.1 0.72 46.1 0.77 5.63 14.1 2.66 7.31 10
1646.4 1812.9 89.7 2.46 12.2 14.45 48.87 2.4 0.6 3.38 42
1646.4 1812.9 86.2 2.22 10.8 15.35 50.3 2 0.5 3.28 42
1646.4 1790.7 89.8 3.38 15.1 13.14 48.19 1.1 0.76 3.67 42
1646.4 1790.7 86.3 2.69 15.4 12.39 48.99 1.9 0.81 3.95 42
1646.4 1813 96.4 3.19 24.2 8.65 32.19 4.6 1.59 3.72 42
1646.4 1813 92.9 1.76 32 3.1 23.02 6.3 1.73 7.43 43
1646.5 1682.5 90.7 3.24 16.2 6.08 52.52 1.5 0.84 8.64 42
1646.5 1682.5 87.2 2.59 17.3 4.46 53.56 1.7 0.96 12.01 42
1646.5 1646.7 125.7 0.79 47.9 2.4 9.5 7.6 1.66 3.96 24
1646.5 1801.4 96.6 1.62 32.1 1.8 24.01 3.5 1.29 13.34 43
1646.5 1801.4 93.1 2.86 23.4 4.51 40 2.8 1.09 8.87 42
1646.5 1827.8 122.4 0.64 38 0.53 7.81 18.2 2.93 14.74 13
1646.6 1691.9 129 0.62 38.8 0.3 11.3 18.2 1.56 37.67 13
1646.6 1778.3 115 1.05 43.9 0.91 7.22 13.4 3.37 7.93 10
1646.6 1648.4 108.3 1.11 27.4 5.62 35.59 2.8 1.44 6.33 30
1646.6 1837.8 82.5 0.36 6.2 34.03 41.34 0.6 0.3 1.21 60
1646.6 1837.8 79 0.28 6 35.96 41.76 0.6 0.26 1.16 60
1646.6 1748.6 115.3 0.93 53.2 0.33 3 9.3 2.81 9.09 10
1646.7 1826.4 82.5 1.18 9.9 22.91 46.95 1.9 0.45 2.05 40
1646.7 1826.4 79 1.14 6.9 27.67 47.16 1.1 0.32 1.7 50
1646.7 1766.6 99.5 0.62 8.6 18.84 51.92 1.1 0.62 2.76 40
1646.7 1657.4 125.7 0.67 49.2 0.1 10.2 8.2 2.16 102 10
1646.7 1674.6 103.5 1.64 24.6 2.85 39.22 3.1 1.59 13.76 43
1646.7 1674.6 100 2.77 18 6.3 46.2 2 1.14 7.33 42
1646.7 1651.5 115.3 1.43 22.4 9.22 44.03 2.7 1.08 4.78 30
1646.7 1701.3 128.6 0.53 34.5 0.4 16.1 20.1 1.31 40.25 13
1646.7 1712.7 115.2 1.62 49 1.03 5.6 11.4 2.7 5.44 44
1646.7 1718.7 115.1 0.99 46.9 0.85 2.75 13 3.32 3.24 10
1646.8 1751.4 115.2 0.92 53.3 0.49 3.45 8.8 2.74 7.04 10
1646.8 1817 115.2 0.86 45.6 0.7 4.81 10.6 2.6 6.87 10
1646.8 1690 115.4 1.65 51.2 0.67 6.41 7.4 3.45 9.57 44
1646.8 1779.4 96.8 1.91 33.5 1.95 19.4 6.8 1.91 9.95 42
1646.8 1779.4 93.3 2.06 30.9 2.77 21.51 5.3 1.65 7.77 42
1646.9 1826.4 129.6 0.87 36 3.12 15.3 13.1 2.59 4.9 10
1646.9 1679.1 108.2 1.47 20.4 2.8 45.17 3 1.48 16.13 43
1646.9 1650.9 130.5 0.76 51.5 0.3 6.6 9.1 1.86 22 10
1647 1839.1 122.4 0.65 41.1 0.66 7.12 16.3 2.78 10.79 10
1647 1690.6 103.2 1.31 28.1 1.24 37.17 2.1 1.72 29.98 43
1647 1690.6 99.7 1.18 27.3 1.3 37.73 2.4 1.6 29.02 43
1647 1790.6 93.2 1.73 29.1 2 32.41 4.5 1.65 16.21 42
1647 1790.6 96.7 1.74 32.4 1.78 27.09 4.7 1.62 15.22 43
1647 1645.1 99.7 2 11.5 16.21 52.36 1.9 0.47 3.23 42
1647 1645.1 103.2 1.95 12.2 13.47 49.42 2 0.51 3.67 42
