Este Norte Cota Ni Fe Mg SiO2 Cr razon SiMg TipoRoca
1701.6 1766.4 92.6 1.04 14.7 13.77 51.65 2.2 0.57 3.75 42
1701.7 1674.6 83 0.29 6.1 36.4 41.87 0.5 0.31 1.15 60
1701.7 1674.6 79.5 0.26 5.8 36.91 41.34 0.4 0.25 1.12 60
1701.7 1680.4 89.2 0.25 5.9 36.42 39.68 0.5 0.27 1.09 60
1701.7 1680.4 85.7 0.28 6 36.25 41.73 0.4 0.28 1.15 60
1701.7 1778 78.9 1.78 17.6 10.73 44.43 2.8 0.87 4.14 42
1701.7 1778 82.4 1.7 17.5 12.25 42.7 3 0.75 3.49 42
1701.7 1838.9 96.6 1.64 50.1 0.59 3.49 6.9 2.72 5.92 44
1701.7 1838.9 93.1 1.58 49.9 0.31 4.81 6.5 2.77 15.52 44
1701.7 1661.5 112.3 2.12 24.7 10.2 31.7 4.4 1.62 3.11 42
1701.7 1643.9 104.3 2.02 16.1 11.4 45.2 1.6 1.37 3.96 42
1701.7 1738.9 82.6 0.24 5.2 31.66 37.07 0.6 0.24 1.17 50
1701.7 1738.9 79.1 0.24 5.9 31.47 37.94 0.7 0.27 1.21 50
1701.8 1649.3 112.3 1.21 39.2 1.2 11.7 8.2 3.15 9.75 44
1701.8 1699.4 105.4 0.86 13.2 17 49.6 1.8 0.83 2.92 42
1701.9 1752.6 96.2 0.22 5.1 25.01 32.79 0.8 0.23 1.31 50
1701.9 1752.6 92.7 0.22 5.2 25.06 31.71 0.8 0.23 1.27 50
1701.9 1740.9 105.5 0.76 14.1 24.9 35.2 2 0.96 1.41 40
1701.9 1800.5 89.8 1.25 26.6 2.26 37.54 3.9 1.04 16.61 43
1701.9 1800.5 86.3 1.42 30 2.17 33.12 4.6 1.18 15.26 43
1701.9 1817.6 108.9 0.78 41.6 0.6 6.9 14.7 2.6 11.5 10
1702 1693.3 112.1 1.51 44.7 2.1 9.3 6.4 3.87 4.43 44
1702 1838 107.5 0.91 41 0.5 7.6 14.5 2.35 15.2 10
1702 1811.8 89.8 1.19 8.5 5.6 69.53 0.6 0.35 12.42 80
1702 1811.8 86.3 2.08 9 11.08 61.84 0.7 0.54 5.58 80
1702 1734.9 100.5 3.16 18.7 12.56 37.69 3.3 1.29 3 42
1702 1695.5 126 0.76 43.4 0.3 7 15.7 2.21 23.33 10
1702 1662.2 104.7 2.14 16.4 11.7 45.8 2.6 1.49 3.91 42
1702 1820.9 82.3 1.27 23 2.33 45.91 2.1 1.22 19.7 43
1702 1820.9 78.8 2.67 20.7 9.93 39.85 1.6 1.04 4.01 42
1702.1 1732.8 105.3 1.87 14.3 14.2 42 2.5 0.9 2.96 42
1702.1 1711.2 105.2 1.58 16.4 14 46 1.9 0.83 3.29 42
1702.1 1653.8 104.7 1.07 9.3 23.6 47.5 1.3 0.58 2.01 40
1702.1 1693.6 105.1 1.22 13.9 15.2 50 1.3 1.12 3.29 42
1702.1 1664.7 112.5 1.18 46.9 0.6 7.6 5.4 2.32 12.67 44
1702.1 1805.7 96.7 1.39 44.6 1.42 11.84 8.4 1.7 8.34 44
1702.1 1805.7 93.2 1.44 44.5 1.12 10.99 7.9 1.73 9.81 44
1702.1 1789.3 89.8 1.54 16.2 8.8 51.75 1.5 0.68 5.88 42
1702.1 1789.3 86.3 1.15 13.9 14.39 44.57 1.4 0.53 3.1 42
1702.1 1834.8 101.6 0.96 47.1 0.9 3.18 11.9 2.8 3.53 10
1702.2 1667.6 104.9 1.46 8.7 20.9 51.1 1.4 0.61 2.44 40
1702.2 1685.2 101.1 1.07 17.2 18.83 39.71 2.4 0.98 2.11 42
1702.2 1753.9 82.4 0.28 6.2 24.28 39.25 1.2 0.29 1.62 50
1702.2 1753.9 78.9 0.22 5.6 25.09 38.47 1.1 0.27 1.53 50
1702.2 1676.1 119.7 0.88 53.8 0.7 4.9 9.1 2.52 7 10
1702.2 1711.1 89.2 0.24 5.9 30.19 38.44 0.9 0.25 1.27 50
1702.2 1711.1 85.7 0.23 5.7 31.61 38.69 0.9 0.26 1.22 50
1702.2 1819.2 101.6 1.21 45.2 0.87 6.68 11.4 2.85 7.68 44
1702.2 1822.5 89.6 1.17 38.2 2.49 18.67 5.5 1.19 7.5 44
1702.2 1822.5 86.1 1 28.5 1.62 37.49 3.2 1.03 23.14 43
1702.2 1691.1 126 0.79 48.6 0.2 4.7 13 2.05 23.5 10
1702.2 1750.4 89.5 0.24 5.2 29.29 33.43 0.9 0.25 1.14 50
1702.2 1750.4 86 0.23 5.6 29.02 38.6 1 0.26 1.33 50
1702.2 1674.8 112.2 1.77 41 4 14.4 7.5 2.89 3.6 44
1702.3 1777.6 89.9 1.21 12.3 10.7 56.39 1 0.5 5.27 42
1702.3 1777.6 86.4 1.01 12 11.9 58.14 1.2 0.5 4.89 42
1702.3 1703.5 119.8 0.84 53.3 0.8 3.8 8.6 2.82 4.75 10
1702.3 1782.4 82.5 1.29 14.9 7.61 52.13 2.3 0.62 6.85 42
1702.3 1782.4 79 2.25 16.3 6.48 49.3 3.2 0.76 7.61 42
1702.4 1840.7 89.3 1.24 43 1.09 16.37 5.2 1.61 15.02 44
1702.4 1840.7 85.8 1.29 43.1 0.96 15.44 4.9 1.52 16.08 44
1702.4 1770.7 111.7 0.99 43.5 0.7 8.6 9.8 2.29 12.29 44
1702.4 1653.1 112.4 1.06 45.3 1.2 9.5 8.1 2.61 7.92 10
1702.4 1703.9 95.5 0.76 11.9 19.07 47.56 1.7 0.54 2.49 40
1702.4 1703.9 92 0.48 9.4 24.4 47.34 1.4 0.44 1.94 40
1702.4 1691.8 95.6 0.52 11.6 26.89 41.01 1.2 0.47 1.53 40
1702.4 1691.8 92.1 0.31 6.4 31.21 44.7 0.2 0.31 1.43 50
1702.5 1656.2 89.5 0.33 5.9 34.9 41.29 0.8 0.44 1.18 60
1702.5 1656.2 86 0.25 5.8 37.75 40.56 1.1 0.29 1.07 60
1702.5 1778.5 96.2 2.33 22.1 6.14 41.44 3 0.83 6.75 42
1702.5 1778.5 92.7 1.82 26.3 4.45 36.62 4.5 1.13 8.23 42
1702.5 1788.9 92.7 1.71 15.9 8.15 53.07 1.4 0.55 6.51 42
1702.5 1788.9 96.2 1.8 16.4 7.24 52.91 1.8 0.68 7.31 42
1702.6 1729.7 105.1 1.87 13.3 15.8 47.3 1.7 0.74 2.99 42
1702.6 1768.9 82.3 0.73 15.4 11.07 49.68 1.9 0.7 4.49 42
1702.6 1768.9 78.8 0.64 14.7 8.84 52.49 2.3 0.66 5.94 42
1702.6 1734.7 111.5 1.74 36.1 2.7 19.5 5.1 1.84 7.22 44
1702.7 1825.5 82.4 1.29 35.6 1.62 26.79 3 1.31 16.54 44
1702.7 1825.5 78.9 2.18 24.4 6.02 39.03 2 1.27 6.48 42
1702.7 1655.4 125.5 0.8 47.6 0.2 5.7 12.6 2.35 28.5 10
1702.7 1821.8 108.4 0.72 36.5 0.7 12 17 2.09 17.14 13
1702.7 1718.6 100.3 1.58 36.3 1.23 20.59 7.3 2.29 16.74 43
1702.7 1716 96.1 0.33 8.6 25.93 48.4 1.1 0.35 1.87 40
1702.7 1716 92.6 0.33 8.1 25.82 46.62 1.2 0.36 1.81 50
1702.7 1699 89 0.33 7.1 29.26 45.92 0.5 0.35 1.57 50
1702.7 1699 85.5 0.23 6.1 34.54 41.48 0.6 0.26 1.2 60
1702.8 1752.9 111.8 1.06 42.8 0.8 6.9 8.4 2.43 8.63 44
1702.8 1710.6 111.8 1.17 23.4 1.6 47.3 2.5 1.46 29.56 20
1702.8 1712.7 82.7 0.42 8.7 24.79 47.96 0.6 0.36 1.93 40
1702.8 1712.7 79.2 0.29 6.1 34.55 41.54 0.9 0.27 1.2 60
1702.9 1787.4 82.5 1.39 14.4 2.77 60.3 1.7 0.66 21.77 80
1702.9 1787.4 79 1.07 19.8 4.64 49.95 2.6 0.84 10.77 42
1702.9 1705.1 111.7 1 30.3 1.6 29.8 5 1.68 18.63 43
1702.9 1673.4 89.1 0.36 6.8 35.74 40.31 0.7 0.26 1.13 60
1702.9 1673.4 85.6 0.35 6.5 37.37 39.2 0.8 0.27 1.05 60
1702.9 1696.7 82.9 0.29 6.4 34.55 41.4 0.5 0.3 1.2 60
1702.9 1696.7 79.4 0.28 6.8 34.56 41.67 0.4 0.3 1.21 60
1703.1 1818.7 96.8 1.38 45.9 0.99 6.69 8.6 2.33 6.76 44
1703.1 1818.7 93.3 1.54 45.7 0.94 8.92 8.1 2.68 9.49 44
1703.1 1728 96 1.37 18.4 5.9 51.81 2.1 1.03 8.78 42
1703.1 1728 92.5 1.55 17.9 7.61 50.94 1.8 0.9 6.69 42
1703.1 1682.4 112.3 1.29 40.7 3.8 15.8 7.3 3.03 4.16 44
1703.1 1680.5 83.1 0.38 5.8 35.11 40.24 0.7 0.34 1.15 60
1703.1 1680.5 79.6 0.38 5.3 35.68 42.11 0.5 0.28 1.18 60
1703.1 1651.1 104.3 2.49 14.5 14.6 44.9 1.8 0.93 3.08 42
1703.1 1695.1 98.9 0.48 7.7 24 49.06 0.7 0.6 2.04 40
1703.3 1674.6 105.1 1.81 10.7 21.8 45 1.5 0.76 2.06 40
1703.3 1727.7 82.6 0.27 6.9 29.3 41.95 1 0.31 1.43 50
1703.3 1727.7 79.1 0.29 6.9 30.29 43.33 1.1 0.34 1.43 50
1703.3 1688.1 98.9 0.39 7.5 27.33 46.3 0.6 0.49 1.69 50
1703.3 1679.8 126 0.76 48.1 0.2 6.4 12.8 1.88 32 10
1703.3 1702.3 100.7 0.46 11.6 22.88 45.8 2 0.73 2 40
1703.4 1640.2 104.4 2 21.2 8.7 41 3.8 1.57 4.71 42
1703.4 1687.3 111.9 1.35 44.1 1.7 8.2 5.9 3.46 4.82 44
1703.4 1830.2 82.3 0.96 29.7 1.72 38.27 3.3 0.96 22.25 43
1703.4 1830.2 78.8 1.35 28.5 2.28 35.44 3 1.45 15.54 43
1703.4 1747.7 105.5 1.06 20.5 16.4 35.5 3.4 1.26 2.16 42
1703.5 1641.6 119.4 0.95 51.2 0.3 4.7 8.9 1.92 15.67 10
1703.5 1791.9 82.4 0.86 14.1 3.19 61.27 2.2 0.57 19.21 80
1703.5 1791.9 78.9 1.92 11.9 17.71 48.01 1.7 0.5 2.71 42
1703.6 1706.5 105.3 1.08 15.6 14.7 47.8 2.1 1.05 3.25 42
1703.6 1743.1 82.6 0.21 5.3 33.05 36 0.7 0.25 1.09 60
1703.6 1743.1 79.1 0.23 5.9 28.92 41.19 0.9 0.28 1.42 50
1703.6 1831.2 96.5 1.06 46.4 0.62 3.48 12.2 3.12 5.61 44
1703.6 1831.2 93 1.13 47.6 0.84 3.52 10.4 2.86 4.19 44
1703.6 1827.5 109.1 0.65 36.6 0.5 10.7 17.2 2.11 21.4 13
1703.6 1700.6 105.1 0.62 13.3 17.9 49.7 2.1 0.91 2.78 42
1703.6 1758.3 82.3 0.39 10.2 21.69 47.18 1.9 0.46 2.18 40
1703.6 1758.3 78.8 0.32 8.5 24.28 49.37 1.3 0.39 2.03 40
1703.7 1671.8 112.5 1.46 47.6 0.8 8.3 9.3 3.53 10.38 44
1703.7 1681.1 98.8 0.37 6.4 28.29 40.65 0.7 0.43 1.44 50
1703.7 1748.4 92.6 0.24 5.7 27.46 41.36 1 0.27 1.51 50
1703.7 1748.4 96.1 0.42 9.4 23.09 46.55 1.4 0.38 2.02 40
1703.7 1731.6 89.3 0.35 8.4 25.05 47.62 0.7 0.36 1.9 40
1703.7 1731.6 85.8 0.31 7.5 26.99 45.22 0.9 0.34 1.68 50
1703.7 1669.7 104.9 1.93 11.2 21.4 45.7 1.6 0.65 2.14 40
1703.8 1765.4 111.5 1.2 44.6 0.9 9.6 6.6 2.55 10.67 44
1703.8 1649.3 89.3 0.46 6.4 34.82 42.62 0.7 0.28 1.22 60
1703.8 1649.3 85.8 0.24 5.8 37.99 39.59 0.6 0.24 1.04 60
1703.8 1645.6 125.4 0.72 47.1 0.2 4.8 13.2 1.97 24 10
1703.9 1647 104.4 2.37 12.2 18.4 45.6 1.4 0.75 2.48 42
1703.9 1834.9 82.4 0.92 26.3 1.17 44.17 3.3 1.02 37.75 43
1703.9 1834.9 78.9 0.65 15.5 1.93 63.29 1.8 0.6 32.79 80
1703.9 1681.2 119.7 0.85 51.9 0.9 4.5 9.9 2.87 5 10
1704 1645.8 119.4 0.97 49.6 0.4 4.6 9.1 2.1 11.5 10
1704 1702.2 98.9 0.57 10.5 21.99 47.3 1.4 0.69 2.15 40
1704 1695.7 100.9 0.51 14 20.53 44.81 2 0.83 2.18 42
1704 1662.1 125.7 0.73 47.1 0.1 3.4 14.3 2.05 34 10
1704 1681.7 105.3 0.41 7.6 25 41.4 0.9 0.44 1.66 50
1704.1 1805.6 89.9 1.34 32.7 1.65 27.58 5.3 1.23 16.72 43
1704.1 1805.6 86.4 0.83 19.6 1.26 52.33 2.4 0.75 41.53 43
1704.1 1793.6 86.4 1.83 19.7 5.87 48.66 2.2 0.7 8.29 42
1704.1 1793.6 89.9 1.87 16.5 7.75 52.5 1.9 0.64 6.77 42
1704.1 1645.2 98.9 0.47 6.5 29.51 40.4 1.1 0.49 1.37 50
1704.1 1812.1 96.9 1.36 47.2 1 9.57 8.7 1.94 9.57 44
1704.1 1812.1 93.4 1.17 39.4 1.22 17.22 6.8 1.57 14.11 44
1704.1 1656.4 112.3 1.3 34 1.4 26.1 6.3 2.02 18.64 43
1704.1 1666.4 89.3 0.27 5.8 36.27 38.99 0.6 0.29 1.07 60
1704.1 1666.4 85.8 0.23 5.5 38.35 37.85 0.6 0.26 0.99 60
1704.1 1644 112.3 1.51 30.8 0.8 28.9 4.8 2.37 36.13 43
1704.1 1717.9 111.6 1.12 45.7 0.8 7.5 9 3.16 9.38 44
1704.1 1700 111.9 1 37.1 0.5 24.4 5.7 2.09 48.8 20
1704.2 1718.5 105.1 0.55 10.1 30.7 37.9 1.4 0.63 1.23 50
1704.2 1796.8 82.3 1.67 16.7 4.32 54.2 2.1 0.73 12.55 42
1704.2 1796.8 78.8 1.82 20.9 5.48 45.32 3.6 1.02 8.27 42
1704.2 1807 101.4 1.23 47.4 0.99 8.68 9.6 2.4 8.77 44
1704.3 1825.9 101.5 1.05 42.5 1.05 6 13.5 3.18 5.71 44
1704.3 1688.7 105.3 1.88 15.5 18.5 43.5 1.4 1.08 2.35 42
1704.3 1827.6 89.5 1.46 45 1.74 9.6 7.5 1.86 5.52 44
1704.3 1827.6 86 1.39 48.8 1.33 7.31 7.7 2.02 5.5 44
1704.3 1668.3 82.6 0.51 6 36.75 40.04 0.7 0.28 1.09 60
1704.3 1668.3 79.1 0.32 5.8 38.66 39.65 0.7 0.25 1.03 60
1704.4 1782.7 90 1.4 17.8 8.37 51.28 1.8 0.74 6.13 42
1704.4 1782.7 86.5 1.45 18.8 8.05 46.61 1.8 0.78 5.79 42
1704.4 1815.8 89.8 1.28 37.2 1.1 21.47 5.4 1.39 19.52 43
1704.4 1815.8 86.3 1.12 30.1 1.46 37.97 3.4 1.19 26.01 43
1704.4 1701.3 82.8 0.24 5.9 38.89 40.51 0.8 0.24 1.04 60
1704.4 1701.3 79.3 0.24 5.8 38.48 40.27 0.6 0.24 1.05 60
1704.4 1685.6 83 0.23 5.8 40.61 40.3 0.3 0.24 0.99 60
1704.4 1685.6 79.5 0.35 6 37.78 40.85 0.5 0.27 1.08 60
1704.4 1839.9 82.3 2.41 19.3 4.22 53.03 1.6 0.96 12.57 42
1704.4 1839.9 78.8 0.91 21.5 1.28 52.92 2.9 0.72 41.34 43
1704.5 1660.5 112.6 1.34 34.2 0.7 31.4 3.7 1.64 44.86 43
1704.5 1669.1 112.2 1.23 43.3 1.7 10 7.2 2.42 5.88 44
1704.5 1709.5 119.6 0.6 47.1 0.4 3.1 13.3 2.27 7.75 10
1704.5 1747.8 111.5 0.88 39.9 0.9 10.8 8.7 2.37 12 44
1704.5 1689 105.1 1.05 11.7 19.1 46.8 1.1 0.91 2.45 40
1704.6 1717.3 82.6 0.25 6.3 30.52 41.07 0.6 0.3 1.35 50
1704.6 1717.3 79.1 0.25 6.2 31.59 42.22 0.8 0.29 1.34 50
1704.6 1736.5 105.3 1.19 33.9 5.5 23.6 7.6 2.48 4.29 42
1704.6 1760.2 96.1 0.35 7.7 22 51.23 1 0.35 2.33 40
1704.6 1760.2 92.6 0.24 6.4 25.54 42.42 0.8 0.3 1.66 50
1704.6 1770.9 89.9 1.25 19.2 7.67 48.33 2.6 0.88 6.3 42
1704.6 1770.9 86.4 1.13 19 7.59 47.23 2.7 0.81 6.22 42
1704.6 1684.7 125.8 0.77 49.3 0.2 5.2 11.6 1.85 26 10
1704.6 1713.1 105.3 2.28 15 12.6 47.2 2.3 1.19 3.75 42
1704.6 1717 111.5 0.81 45.5 0.2 10.9 4 1.85 54.5 10
1704.7 1641.3 112.2 0.87 29.5 0.5 38.2 3.7 1.31 76.4 20
1704.7 1729.4 100.2 1.64 22.3 9.85 35.98 4.7 1.41 3.65 42
1704.7 1807.9 109.5 0.67 38.6 2 7.9 13.6 2.27 3.95 10
1704.7 1739.8 105.4 1.5 24.1 9.7 37.3 3 1.62 3.85 42
1704.7 1706.9 105 1.04 14.9 9.6 51.9 1.9 1.03 5.41 42
1704.7 1732.4 82.6 0.36 7 26.43 47.03 0.6 0.36 1.78 50
1704.7 1732.4 79.1 0.32 6.5 27.72 43.29 0.8 0.32 1.56 50
1704.7 1704.9 125.5 0.75 46 0.5 5.7 14.4 2.41 11.4 10
1704.7 1833.9 89.4 1.41 50 1.2 6.2 6.7 1.92 5.17 44
1704.7 1833.9 85.9 1.39 49.5 1.07 7.52 6.9 1.93 7.03 44
1704.8 1684.1 89.1 0.37 6.2 35.21 40.41 0.5 0.45 1.15 60
1704.8 1684.1 85.6 0.29 5.8 37.58 39.28 0.3 0.25 1.05 60
1704.8 1713.8 119.6 0.64 47.6 0.5 4.3 11.6 1.83 8.6 10
1704.8 1719 119.7 0.7 42 0.4 6.1 14.7 2.17 15.25 10
1704.8 1728.3 105.2 2.47 15.2 12.5 45.6 1.8 1.02 3.65 42
1704.8 1838.1 108.2 1.09 47.8 1.58 9.56 9.1 2.56 6.05 10
1704.8 1700.2 111.6 0.78 30.4 0.7 35 3.2 1.65 50 43
1704.8 1691.4 119.6 0.75 48.6 0.9 4 1.1 3.4 4.44 10
1704.8 1716 125.1 0.47 42.3 0.2 6.4 14.6 1.75 32 10
1704.8 1720.1 105.3 1.21 18.5 13.6 38.1 3.5 1.49 2.8 42
1704.9 1801.4 78.8 4.14 13.9 14.85 46.75 1.7 0.62 3.15 42
1704.9 1801.4 82.3 1.45 21 3.8 44.84 2.4 0.75 11.8 42
1704.9 1666.5 98.9 0.91 10.1 23.81 44.96 1.4 0.65 1.89 40
1704.9 1695.7 105.3 0.9 16.3 10.9 48.5 2.6 1.19 4.45 42
1704.9 1642.4 85.8 0.37 6.3 35.13 42.82 0.8 0.28 1.22 60
1704.9 1642.4 89.3 0.61 7.5 29.76 44.85 1.4 0.41 1.51 50
1705 1730.6 111.5 0.93 44.5 0.7 5.3 4.4 1.53 7.57 10
1705 1763.3 96.4 3.96 13.3 15.12 44.99 2.2 0.79 2.98 42
1705 1763.3 92.9 0.59 11.4 18.39 49.87 1.3 0.47 2.71 40
1705 1651.3 125.5 0.81 51.7 0.1 3.6 10.5 1.97 36 10
1705 1659.3 99 0.7 11.7 21.96 44.35 1.4 1 2.02 40
1705 1681 119.3 0.86 51.7 0.6 5.6 8.9 2.06 9.33 10
1705.1 1743.6 89.4 0.21 5.2 32.43 37.12 0.6 0.25 1.14 60
1705.1 1743.6 85.9 0.23 5.5 30.69 40.93 0.6 0.26 1.33 50
1705.1 1676 119.3 0.84 50.3 0.4 7.1 8.8 1.73 17.75 10
1705.1 1695.3 119.4 0.83 50.3 0.3 3.1 7.1 1.69 10.33 24
1705.1 1671.2 119.3 0.76 53.4 0.2 5.7 7.2 1.31 28.5 10
1705.1 1773.4 106.1 1.82 32.2 4.8 20.5 9.7 1.85 4.27 42
1705.1 1658.1 104.6 1.33 12.3 19.2 46.2 1.4 0.84 2.41 40
1705.1 1676.5 105.1 0.89 8.7 24.4 46 1.3 0.59 1.89 40
1705.2 1686.6 119.6 0.79 51.3 0.8 4.7 9.8 2.82 5.88 10
1705.2 1700.3 119.4 0.64 45 0.3 5.1 13.3 2.24 17 10
1705.2 1685.9 119.3 0.71 53.3 0.5 4.5 8.2 1.76 9 10
1705.2 1689.5 112.1 1.15 39.4 0.4 11.9 6.7 2.35 29.75 10
1705.2 1704.8 119.5 0.62 48 0.5 4.7 12.2 2.27 9.4 10
1705.2 1747.8 82.5 0.26 6.2 24.62 49.85 0.5 0.31 2.02 50
1705.2 1747.8 79 0.24 5.7 28.45 42.39 0.6 0.27 1.49 50
1705.2 1664.5 119.2 1.05 52.6 0.4 4.8 7.4 1.83 12 10
1705.3 1712.9 100.3 0.61 16.1 16.87 36.92 5 0.98 2.19 42
1705.3 1668.5 125.7 0.69 44.8 0.1 3.4 14.3 1.89 34 10
1705.3 1690.9 119.3 0.75 54.5 0.5 3.1 8.2 1.99 6.2 10
1705.3 1717.4 89.2 0.35 7.1 27.43 45.29 1.1 0.32 1.65 50
1705.3 1717.4 85.7 0.34 6.7 28.18 42.57 0.9 0.29 1.51 50
1705.4 1682.2 112 1.58 22.5 7.4 29.2 2.8 1.37 3.95 42
1705.4 1709.2 98.8 0.71 12 20.19 45.44 1.5 0.92 2.25 40
1705.4 1659.7 89.4 0.27 5.9 36.58 38.7 0.6 0.26 1.06 60
1705.4 1659.7 85.9 0.23 5.7 37.94 39.01 0.6 0.25 1.03 60
1705.4 1762.8 82.3 0.69 15.4 12.62 52.14 2.2 0.75 4.13 42
1705.4 1762.8 78.8 0.58 14.4 10.5 48.69 2.9 0.68 4.64 42
1705.5 1777.5 111.4 1.13 38.4 0.8 9.9 11.4 2.11 12.37 44
1705.5 1647.9 95.5 0.72 7.4 29.39 45.96 0.9 0.36 1.56 50
1705.5 1647.9 92 0.83 8.1 27.57 46.7 1.1 0.44 1.69 50
1705.5 1650.6 112.4 0.71 22.4 0.5 43.7 4.9 1.07 87.4 20
1705.5 1725.5 105 0.75 16.7 22.9 34.2 2.4 1.09 1.49 42
1705.5 1806 82.3 1.87 13.9 9.53 52.89 1.4 0.59 5.55 42
1705.5 1806 78.8 2.3 19.8 5.45 46.83 2.6 0.96 8.59 42
1705.6 1759.6 111.4 1.07 38.8 0.6 16.3 5.5 1.87 27.17 44
1705.6 1772.3 96.3 1.51 26.7 3.4 36.38 5.1 1.16 10.7 43
1705.6 1772.3 92.8 1.46 21.7 7.36 41.48 3.9 0.93 5.64 42
1705.7 1823.6 96.6 1.29 50.4 0.83 4.9 7.1 2.35 5.9 44
1705.7 1823.6 93.1 1.26 50.7 0.71 4.12 6.5 2.28 5.8 44
1705.7 1646 112.3 1.04 33.7 0.7 27.7 5.1 1.62 39.57 20
1705.7 1712.3 111.5 0.91 36.6 1.3 17.7 6.7 1.89 13.62 13
1705.7 1706.3 100.5 0.82 19.3 14.07 40.23 4.6 1.17 2.86 42
1705.8 1649.5 112.7 0.96 35.4 0.6 26.4 6 2.4 44 20
1705.8 1641 119.1 0.95 48.9 0.8 4.7 7.3 1.89 5.88 24
1705.8 1646.4 104.3 1.51 20.1 6.7 47.8 2.6 1.47 7.13 42
1705.8 1800.2 96.5 1.24 35.6 1.35 22.25 7.2 1.34 16.48 43
1705.8 1800.2 93 1.29 26.5 2.01 38.88 4.6 1.07 19.34 43
1705.8 1669.2 119.3 0.93 46.2 0.5 5 9.4 2.02 10 24
1705.9 1677.2 88.9 0.48 5.9 35.98 41.88 0.6 0.28 1.16 60
1705.9 1677.2 85.4 0.26 5.7 39.04 39.1 0.4 0.26 1 60
1705.9 1678.2 112.4 1.59 25.9 10.7 30.1 5.4 1.63 2.81 42
1705.9 1810.8 82.3 1.53 21.2 5.19 46.31 3.2 0.93 8.92 42
1705.9 1810.8 78.8 2.28 16.3 11.02 49.42 1.6 0.77 4.48 42
1705.9 1706.8 111.8 0.74 28.9 0.1 40.1 4.1 2.22 401 20
1706 1685.8 95.6 0.26 5.7 36.37 39.08 0.5 0.33 1.07 60
1706 1685.8 92.1 0.25 5.5 36.42 38.17 0.4 0.24 1.05 60
1706 1705.4 89.1 0.26 5.8 30.44 39.67 1.1 0.28 1.3 50
1706 1705.4 85.6 0.24 6.1 33.02 41.51 0.9 0.26 1.26 50
1706 1641.2 125.4 0.72 46.9 0.3 3.3 13.4 2.31 11 10
1706 1744.1 105.5 0.85 29.7 9.7 22.6 7.7 1.88 2.33 42
1706 1835.9 96.5 1.17 48.9 0.8 2.56 9.4 2.55 3.2 44
1706 1835.9 93 1.57 49.2 0.68 3.2 7 2.62 4.71 44
1706 1690.1 83 0.31 6.3 33.34 41.81 0.5 0.3 1.25 50
1706 1690.1 79.5 0.25 6 36.59 41.46 0.7 0.3 1.13 60
1706 1697 125.6 0.73 45.7 0.3 8 13.7 2.05 26.67 10
1706.1 1697.1 119.6 0.8 49.8 0.9 4.6 0.4 2.96 5.11 10
1706.1 1706.3 82.7 0.25 5.9 38.18 40.24 1.1 0.26 1.05 60
1706.1 1706.3 79.2 0.23 5.6 35.75 40.42 0.6 0.26 1.13 60
1706.1 1716.4 98.8 0.45 9.1 22.5 48.85 0.7 0.55 2.17 40
1706.1 1697.8 95.4 0.55 8.3 25.44 49.02 1.1 0.42 1.93 40
1706.1 1697.8 91.9 0.39 8 26.18 47.72 1 0.4 1.82 50
1706.1 1742.6 111.4 0.92 44.8 0.8 7.1 7.7 2.64 8.88 10
1706.1 1809.9 89.8 1.27 25.5 2.34 40.02 4 0.84 17.1 43
1706.1 1809.9 86.3 1.24 26.2 1.71 39.77 3.9 1.01 23.26 43
1706.1 1772.6 82.2 0.64 13.5 11.39 55.95 1.4 0.63 4.91 42
1706.1 1772.6 78.7 0.5 11.6 17.21 51.48 1.3 0.54 2.99 42
1706.2 1695.9 105 0.59 10.9 19.7 47 1.6 0.72 2.39 40
1706.2 1713.8 104.9 1.42 16.8 16.6 41.2 2.1 1.09 2.48 42
1706.2 1721.9 96.1 0.43 10.3 21.25 45.85 1.4 0.43 2.16 40
1706.2 1721.9 92.6 0.35 7.9 23.63 46.77 0.9 0.33 1.98 40
1706.2 1709.9 95.6 0.47 9.3 25.34 41.96 1.5 0.39 1.66 40
1706.2 1709.9 92.1 0.24 5.9 29.07 39 1 0.25 1.34 50
1706.2 1810.5 110.3 0.77 39 0.7 8.7 16.1 2.5 12.43 10
1706.3 1813.9 101.5 1.17 48.2 0.88 6.6 9.3 2.46 7.5 44
1706.3 1787.1 90 0.76 11.6 2.14 68.79 1.1 0.44 32.14 80
1706.3 1787.1 86.5 1.26 18.7 4.54 52.13 2 0.73 11.48 42
1706.3 1721.5 82.6 0.25 6.6 32.99 42.19 1 0.3 1.28 50
1706.3 1721.5 79.1 0.24 5.9 36.25 39.42 0.6 0.26 1.09 60
1706.3 1700.6 125.5 0.7 45.3 0.3 6.6 14 2.26 22 10
1706.3 1739.8 100.3 0.74 22.7 11.48 29.76 9.7 1.43 2.59 42
1706.3 1646.1 119.3 0.84 49.3 0.3 4 7.5 1.72 13.33 24
1706.3 1832.7 101.6 0.96 41.8 0.88 7.03 14.2 2.65 7.99 10
1706.3 1799 90 1.67 16 7.13 54.71 1.7 0.62 7.67 42
1706.3 1799 86.5 1.8 13.8 8.8 55.75 1.7 0.56 6.34 42
1706.3 1724.9 89.1 1.24 12.7 14.95 51.57 1.3 0.58 3.45 42
1706.3 1724.9 85.6 0.66 9.7 19.91 49.18 1.3 0.4 2.47 40
1706.4 1667.4 112.5 1.21 49.1 0.5 6.1 7.6 2.9 12.2 44
